,n_genes,dataset
"""ASGR1pos308_9_86""",789,human_liver_2019
"""ASGR1pos308_9_88""",3041,human_liver_2019
"""ASGR1pos308_9_89""",636,human_liver_2019
"""ASGR1pos308_9_90""",1295,human_liver_2019
"""ASGR1pos308_9_91""",814,human_liver_2019
"""ASGR1pos308_9_93""",900,human_liver_2019
"""ASGR1pos308_9_94""",1724,human_liver_2019
"""ASGR1pos310_5_1""",389,human_liver_2019
"""ASGR1pos310_5_2""",575,human_liver_2019
"""ASGR1pos310_5_5""",467,human_liver_2019
"""ASGR1pos310_5_6""",566,human_liver_2019
"""ASGR1pos310_5_7""",701,human_liver_2019
"""ASGR1pos310_5_9""",968,human_liver_2019
"""ASGR1pos310_5_10""",575,human_liver_2019
"""ASGR1pos310_5_11""",1368,human_liver_2019
"""ASGR1pos310_5_12""",1207,human_liver_2019
"""ASGR1pos310_5_13""",584,human_liver_2019
"""ASGR1pos310_5_14""",420,human_liver_2019
"""ASGR1pos310_5_15""",598,human_liver_2019
"""ASGR1pos310_5_18""",815,human_liver_2019
"""ASGR1pos310_5_20""",2948,human_liver_2019
"""ASGR1pos310_5_21""",2130,human_liver_2019
"""ASGR1pos310_5_23""",554,human_liver_2019
"""ASGR1pos310_5_27""",1531,human_liver_2019
"""ASGR1pos310_5_29""",1162,human_liver_2019
"""ASGR1pos310_5_30""",533,human_liver_2019
"""ASGR1pos310_5_31""",1340,human_liver_2019
"""ASGR1pos310_5_32""",323,human_liver_2019
"""ASGR1pos310_5_34""",506,human_liver_2019
"""ASGR1pos310_5_35""",528,human_liver_2019
"""ASGR1pos310_5_36""",555,human_liver_2019
"""ASGR1pos310_5_37""",884,human_liver_2019
"""ASGR1pos310_5_39""",542,human_liver_2019
"""ASGR1pos310_5_40""",571,human_liver_2019
"""ASGR1pos310_5_42""",569,human_liver_2019
"""ASGR1pos310_5_44""",613,human_liver_2019
"""ASGR1pos310_5_45""",656,human_liver_2019
"""ASGR1pos310_5_47""",499,human_liver_2019
"""ASGR1pos310_5_48""",613,human_liver_2019
"""ASGR1pos310_5_52""",1106,human_liver_2019
"""ASGR1pos310_5_53""",482,human_liver_2019
"""ASGR1pos310_5_54""",527,human_liver_2019
"""ASGR1pos310_5_56""",740,human_liver_2019
"""ASGR1pos310_5_57""",1404,human_liver_2019
"""ASGR1pos310_5_58""",727,human_liver_2019
"""ASGR1pos310_5_59""",1446,human_liver_2019
"""ASGR1pos310_5_60""",881,human_liver_2019
"""ASGR1pos310_5_61""",1710,human_liver_2019
"""ASGR1pos310_5_63""",700,human_liver_2019
"""ASGR1pos310_5_64""",1240,human_liver_2019
"""ASGR1pos310_5_66""",534,human_liver_2019
"""ASGR1pos310_5_67""",818,human_liver_2019
"""ASGR1pos310_5_68""",917,human_liver_2019
"""ASGR1pos310_5_70""",788,human_liver_2019
"""ASGR1pos310_5_73""",923,human_liver_2019
"""ASGR1pos310_5_74""",1192,human_liver_2019
"""ASGR1pos310_5_76""",1024,human_liver_2019
"""ASGR1pos310_5_77""",1361,human_liver_2019
"""ASGR1pos310_5_78""",978,human_liver_2019
"""ASGR1pos310_5_79""",821,human_liver_2019
"""ASGR1pos310_5_84""",1192,human_liver_2019
"""ASGR1pos310_5_85""",1086,human_liver_2019
"""ASGR1pos310_5_86""",540,human_liver_2019
"""ASGR1pos310_5_87""",1065,human_liver_2019
"""ASGR1pos310_5_90""",831,human_liver_2019
"""ASGR1pos310_5_91""",718,human_liver_2019
"""ASGR1pos310_5_94""",477,human_liver_2019
"""ASGR1pos310_5_95""",1043,human_liver_2019
"""ASGR1pos310_5_96""",481,human_liver_2019
"""ASGR1pos310_5_176""",462,human_liver_2019
"""ASGR1pos310_6_97""",768,human_liver_2019
"""ASGR1pos310_6_98""",1337,human_liver_2019
"""ASGR1pos310_6_99""",617,human_liver_2019
"""ASGR1pos310_6_101""",573,human_liver_2019
"""ASGR1pos310_6_102""",917,human_liver_2019
"""ASGR1pos310_6_104""",1113,human_liver_2019
"""ASGR1pos310_6_107""",782,human_liver_2019
"""ASGR1pos310_6_108""",471,human_liver_2019
"""ASGR1pos310_6_109""",858,human_liver_2019
"""ASGR1pos310_6_110""",1025,human_liver_2019
"""ASGR1pos310_6_112""",509,human_liver_2019
"""ASGR1pos310_6_113""",557,human_liver_2019
"""ASGR1pos310_6_114""",939,human_liver_2019
"""ASGR1pos310_6_115""",321,human_liver_2019
"""ASGR1pos310_6_117""",718,human_liver_2019
"""ASGR1pos310_6_118""",754,human_liver_2019
"""ASGR1pos310_6_119""",826,human_liver_2019
"""ASGR1pos310_6_120""",864,human_liver_2019
"""ASGR1pos310_6_122""",561,human_liver_2019
"""ASGR1pos310_6_124""",498,human_liver_2019
"""ASGR1pos310_6_127""",1508,human_liver_2019
"""ASGR1pos310_6_129""",604,human_liver_2019
"""ASGR1pos310_6_130""",1530,human_liver_2019
"""ASGR1pos310_6_131""",1002,human_liver_2019
"""ASGR1pos310_6_132""",1107,human_liver_2019
"""ASGR1pos310_6_135""",643,human_liver_2019
"""ASGR1pos310_6_138""",668,human_liver_2019
"""ASGR1pos310_6_140""",376,human_liver_2019
"""ASGR1pos310_6_143""",1146,human_liver_2019
"""ASGR1pos310_6_144""",726,human_liver_2019
"""ASGR1pos310_6_146""",1165,human_liver_2019
"""ASGR1pos310_6_149""",743,human_liver_2019
"""ASGR1pos310_6_151""",731,human_liver_2019
"""ASGR1pos310_6_152""",364,human_liver_2019
"""ASGR1pos310_6_156""",863,human_liver_2019
"""ASGR1pos310_6_158""",750,human_liver_2019
"""ASGR1pos310_6_160""",1496,human_liver_2019
"""ASGR1pos310_6_161""",706,human_liver_2019
"""ASGR1pos310_6_162""",468,human_liver_2019
"""ASGR1pos310_6_168""",1132,human_liver_2019
"""ASGR1pos310_6_169""",1066,human_liver_2019
"""ASGR1pos310_6_170""",1360,human_liver_2019
"""ASGR1pos310_6_172""",543,human_liver_2019
"""ASGR1pos310_6_173""",1559,human_liver_2019
"""ASGR1pos310_6_174""",786,human_liver_2019
"""ASGR1pos310_6_175""",959,human_liver_2019
"""ASGR1pos310_6_176""",1425,human_liver_2019
"""ASGR1pos310_6_177""",674,human_liver_2019
"""ASGR1pos310_6_178""",391,human_liver_2019
"""ASGR1pos310_6_179""",472,human_liver_2019
"""ASGR1pos310_6_180""",470,human_liver_2019
"""ASGR1pos310_6_182""",553,human_liver_2019
"""ASGR1pos310_6_183""",399,human_liver_2019
"""ASGR1pos310_6_186""",1738,human_liver_2019
"""ASGR1pos310_6_188""",721,human_liver_2019
"""ASGR1pos310_6_189""",599,human_liver_2019
"""ASGR1pos310_6_190""",465,human_liver_2019
"""ASGR1pos310_6_191""",534,human_liver_2019
"""ASGR1pos310_7_1""",593,human_liver_2019
"""ASGR1pos310_7_2""",348,human_liver_2019
"""ASGR1pos310_7_3""",1220,human_liver_2019
"""ASGR1pos310_7_5""",758,human_liver_2019
"""ASGR1pos310_7_7""",622,human_liver_2019
"""ASGR1pos310_7_8""",571,human_liver_2019
"""ASGR1pos310_7_9""",411,human_liver_2019
"""ASGR1pos310_7_10""",552,human_liver_2019
"""ASGR1pos310_7_11""",580,human_liver_2019
"""ASGR1pos310_7_12""",700,human_liver_2019
"""ASGR1pos310_7_14""",2650,human_liver_2019
"""ASGR1pos310_7_15""",573,human_liver_2019
"""ASGR1pos310_7_16""",634,human_liver_2019
"""ASGR1pos310_7_17""",549,human_liver_2019
"""ASGR1pos310_7_18""",566,human_liver_2019
"""ASGR1pos310_7_19""",736,human_liver_2019
"""ASGR1pos310_7_20""",469,human_liver_2019
"""ASGR1pos310_7_21""",581,human_liver_2019
"""ASGR1pos310_7_22""",814,human_liver_2019
"""ASGR1pos310_7_23""",2502,human_liver_2019
"""ASGR1pos310_7_27""",640,human_liver_2019
"""ASGR1pos310_7_28""",889,human_liver_2019
"""ASGR1pos310_7_29""",1229,human_liver_2019
"""ASGR1pos310_7_30""",1028,human_liver_2019
"""ASGR1pos310_7_31""",468,human_liver_2019
"""ASGR1pos310_7_32""",1004,human_liver_2019
"""ASGR1pos310_7_34""",820,human_liver_2019
"""ASGR1pos310_7_35""",700,human_liver_2019
"""ASGR1pos310_7_36""",943,human_liver_2019
"""ASGR1pos310_7_37""",1125,human_liver_2019
"""ASGR1pos310_7_38""",570,human_liver_2019
"""ASGR1pos310_7_42""",799,human_liver_2019
"""ASGR1pos310_7_43""",1444,human_liver_2019
"""ASGR1pos310_7_44""",1173,human_liver_2019
"""ASGR1pos310_7_45""",1198,human_liver_2019
"""ASGR1pos310_7_48""",1617,human_liver_2019
"""ASGR1pos310_7_49""",1428,human_liver_2019
"""ASGR1pos310_7_50""",679,human_liver_2019
"""ASGR1pos310_7_52""",587,human_liver_2019
"""ASGR1pos310_7_54""",1396,human_liver_2019
"""ASGR1pos310_7_56""",1624,human_liver_2019
"""ASGR1pos310_7_57""",701,human_liver_2019
"""ASGR1pos310_7_58""",558,human_liver_2019
"""ASGR1pos310_7_59""",1129,human_liver_2019
"""ASGR1pos310_7_60""",773,human_liver_2019
"""ASGR1pos310_7_61""",821,human_liver_2019
"""ASGR1pos310_7_62""",917,human_liver_2019
"""ASGR1pos310_7_63""",984,human_liver_2019
"""ASGR1pos310_7_64""",458,human_liver_2019
"""ASGR1pos310_7_65""",500,human_liver_2019
"""ASGR1pos310_7_67""",1124,human_liver_2019
"""ASGR1pos310_7_68""",538,human_liver_2019
"""ASGR1pos310_7_71""",452,human_liver_2019
"""ASGR1pos310_7_73""",1391,human_liver_2019
"""ASGR1pos310_7_76""",721,human_liver_2019
"""ASGR1pos310_7_77""",448,human_liver_2019
"""ASGR1pos310_7_80""",570,human_liver_2019
"""ASGR1pos310_7_81""",560,human_liver_2019
"""ASGR1pos310_7_82""",456,human_liver_2019
"""ASGR1pos310_7_83""",594,human_liver_2019
"""ASGR1pos310_7_84""",469,human_liver_2019
"""ASGR1pos310_7_85""",566,human_liver_2019
"""ASGR1pos310_7_87""",503,human_liver_2019
"""ASGR1pos310_7_88""",618,human_liver_2019
"""ASGR1pos310_7_92""",683,human_liver_2019
"""ASGR1pos310_7_93""",815,human_liver_2019
"""ASGR1pos310_7_94""",717,human_liver_2019
"""ASGR1pos310_7_95""",620,human_liver_2019
"""ASGR1pos310_7_96""",485,human_liver_2019
"""ASGR1pos310_7_176""",535,human_liver_2019
"""ASGR1pos310_8_98""",718,human_liver_2019
"""ASGR1pos310_8_100""",471,human_liver_2019
"""ASGR1pos310_8_102""",414,human_liver_2019
"""ASGR1pos310_8_104""",556,human_liver_2019
"""ASGR1pos310_8_107""",1171,human_liver_2019
"""ASGR1pos310_8_110""",754,human_liver_2019
"""ASGR1pos310_8_115""",640,human_liver_2019
"""ASGR1pos310_8_117""",934,human_liver_2019
"""ASGR1pos310_8_118""",916,human_liver_2019
"""ASGR1pos310_8_119""",1150,human_liver_2019
"""ASGR1pos310_8_124""",1833,human_liver_2019
"""ASGR1pos310_8_125""",598,human_liver_2019
"""ASGR1pos310_8_129""",1136,human_liver_2019
"""ASGR1pos310_8_130""",627,human_liver_2019
"""ASGR1pos310_8_132""",550,human_liver_2019
"""ASGR1pos310_8_134""",665,human_liver_2019
"""ASGR1pos310_8_135""",1086,human_liver_2019
"""ASGR1pos310_8_141""",1346,human_liver_2019
"""ASGR1pos310_8_143""",1251,human_liver_2019
"""ASGR1pos310_8_145""",862,human_liver_2019
"""ASGR1pos310_8_151""",808,human_liver_2019
"""ASGR1pos310_8_153""",782,human_liver_2019
"""ASGR1pos310_8_154""",1076,human_liver_2019
"""ASGR1pos310_8_156""",1757,human_liver_2019
"""ASGR1pos310_8_157""",726,human_liver_2019
"""ASGR1pos310_8_164""",1205,human_liver_2019
"""ASGR1pos310_8_167""",442,human_liver_2019
"""ASGR1pos310_8_170""",967,human_liver_2019
"""ASGR1pos310_8_172""",414,human_liver_2019
"""ASGR1pos310_8_175""",467,human_liver_2019
"""ASGR1pos310_8_176""",482,human_liver_2019
"""ASGR1pos310_8_179""",668,human_liver_2019
"""ASGR1pos310_8_182""",527,human_liver_2019
"""ASGR1pos310_8_183""",638,human_liver_2019
"""ASGR1pos310_8_185""",505,human_liver_2019
"""ASGR1pos310_8_187""",856,human_liver_2019
"""ASGR1pos310_8_189""",1862,human_liver_2019
"""ASGR1pos310_8_190""",1543,human_liver_2019
"""ASGR1pos315_1_25""",556,human_liver_2019
"""ASGR1pos315_1_28""",537,human_liver_2019
"""ASGR1pos315_1_32""",62,human_liver_2019
"""ASGR1pos315_1_36""",551,human_liver_2019
"""ASGR1pos315_1_37""",76,human_liver_2019
"""ASGR1pos315_1_39""",636,human_liver_2019
"""ASGR1pos315_1_46""",494,human_liver_2019
"""ASGR1pos315_1_48""",4045,human_liver_2019
"""ASGR1pos315_1_52""",52,human_liver_2019
"""ASGR1pos315_1_54""",613,human_liver_2019
"""ASGR1pos315_1_56""",67,human_liver_2019
"""ASGR1pos315_1_57""",202,human_liver_2019
"""ASGR1pos315_1_60""",641,human_liver_2019
"""ASGR1pos315_1_61""",32,human_liver_2019
"""ASGR1pos315_1_62""",614,human_liver_2019
"""ASGR1pos315_1_67""",1667,human_liver_2019
"""ASGR1pos315_1_71""",1359,human_liver_2019
"""ASGR1pos315_1_81""",561,human_liver_2019
"""ASGR1pos315_1_83""",66,human_liver_2019
"""ASGR1pos315_1_90""",422,human_liver_2019
"""ASGR1pos315_1_96""",89,human_liver_2019
"""ASGR1pos315_2_98""",1016,human_liver_2019
"""ASGR1pos315_2_100""",556,human_liver_2019
"""ASGR1pos315_2_106""",810,human_liver_2019
"""ASGR1pos315_2_108""",167,human_liver_2019
"""ASGR1pos315_2_110""",101,human_liver_2019
"""ASGR1pos315_2_111""",795,human_liver_2019
"""ASGR1pos315_2_114""",61,human_liver_2019
"""ASGR1pos315_2_129""",648,human_liver_2019
"""ASGR1pos315_2_131""",96,human_liver_2019
"""ASGR1pos315_2_132""",124,human_liver_2019
"""ASGR1pos315_2_135""",699,human_liver_2019
"""ASGR1pos315_2_139""",168,human_liver_2019
"""ASGR1pos315_2_145""",218,human_liver_2019
"""ASGR1pos315_2_158""",596,human_liver_2019
"""ASGR1pos315_2_159""",1015,human_liver_2019
"""ASGR1pos315_2_161""",428,human_liver_2019
"""ASGR1pos315_2_162""",1908,human_liver_2019
"""ASGR1pos315_2_163""",80,human_liver_2019
"""ASGR1pos315_2_164""",463,human_liver_2019
"""ASGR1pos315_2_166""",168,human_liver_2019
"""ASGR1pos315_2_169""",679,human_liver_2019
"""ASGR1pos315_2_170""",487,human_liver_2019
"""ASGR1pos315_2_172""",114,human_liver_2019
"""ASGR1pos315_2_177""",178,human_liver_2019
"""ASGR1pos315_2_178""",101,human_liver_2019
"""ASGR1pos315_2_180""",690,human_liver_2019
"""ASGR1pos315_2_181""",473,human_liver_2019
"""ASGR1pos315_2_183""",579,human_liver_2019
"""ASGR1pos315_2_184""",423,human_liver_2019
"""ASGR1pos315_2_190""",114,human_liver_2019
"""ASGR1pos315_3_5""",52,human_liver_2019
"""ASGR1pos315_3_6""",716,human_liver_2019
"""ASGR1pos315_3_10""",82,human_liver_2019
"""ASGR1pos315_3_27""",138,human_liver_2019
"""ASGR1pos315_3_29""",572,human_liver_2019
"""ASGR1pos315_3_30""",127,human_liver_2019
"""ASGR1pos315_3_32""",475,human_liver_2019
"""ASGR1pos315_3_33""",578,human_liver_2019
"""ASGR1pos315_3_36""",594,human_liver_2019
"""ASGR1pos315_3_37""",424,human_liver_2019
"""ASGR1pos315_3_38""",413,human_liver_2019
"""ASGR1pos315_3_39""",180,human_liver_2019
"""ASGR1pos315_3_41""",649,human_liver_2019
"""ASGR1pos315_3_48""",712,human_liver_2019
"""ASGR1pos315_3_52""",321,human_liver_2019
"""ASGR1pos315_3_53""",622,human_liver_2019
"""ASGR1pos315_3_56""",533,human_liver_2019
"""ASGR1pos315_3_57""",378,human_liver_2019
"""ASGR1pos315_3_62""",115,human_liver_2019
"""ASGR1pos315_3_74""",1706,human_liver_2019
"""ASGR1pos315_3_77""",512,human_liver_2019
"""ASGR1pos315_3_80""",68,human_liver_2019
"""ASGR1pos315_3_81""",1023,human_liver_2019
"""ASGR1pos315_3_84""",79,human_liver_2019
"""ASGR1pos315_3_90""",510,human_liver_2019
"""ASGR1pos315_3_92""",666,human_liver_2019
"""ASGR1pos315_3_96""",109,human_liver_2019
"""ASGR1pos315_4_100""",106,human_liver_2019
"""ASGR1pos315_4_104""",67,human_liver_2019
"""ASGR1pos315_4_109""",672,human_liver_2019
"""ASGR1pos315_4_119""",995,human_liver_2019
"""ASGR1pos315_4_122""",627,human_liver_2019
"""ASGR1pos315_4_126""",34,human_liver_2019
"""ASGR1pos315_4_131""",477,human_liver_2019
"""ASGR1pos315_4_143""",1034,human_liver_2019
"""ASGR1pos315_4_148""",606,human_liver_2019
"""ASGR1pos315_4_156""",50,human_liver_2019
"""ASGR1pos315_4_158""",1371,human_liver_2019
"""ASGR1pos315_4_159""",457,human_liver_2019
"""ASGR1pos315_4_163""",78,human_liver_2019
"""ASGR1pos315_4_166""",537,human_liver_2019
"""ASGR1pos315_4_175""",51,human_liver_2019
"""ASGR1pos315_4_187""",73,human_liver_2019
"""ASGR1pos325_1_2""",1541,human_liver_2019
"""ASGR1pos325_1_3""",613,human_liver_2019
"""ASGR1pos325_1_5""",1937,human_liver_2019
"""ASGR1pos325_1_6""",624,human_liver_2019
"""ASGR1pos325_1_7""",441,human_liver_2019
"""ASGR1pos325_1_9""",1156,human_liver_2019
"""ASGR1pos325_1_10""",665,human_liver_2019
"""ASGR1pos325_1_11""",589,human_liver_2019
"""ASGR1pos325_1_12""",893,human_liver_2019
"""ASGR1pos325_1_14""",1569,human_liver_2019
"""ASGR1pos325_1_15""",604,human_liver_2019
"""ASGR1pos325_1_16""",3000,human_liver_2019
"""ASGR1pos325_1_17""",1558,human_liver_2019
"""ASGR1pos325_1_19""",3195,human_liver_2019
"""ASGR1pos325_1_21""",673,human_liver_2019
"""ASGR1pos325_1_22""",836,human_liver_2019
"""ASGR1pos325_1_23""",636,human_liver_2019
"""ASGR1pos325_1_25""",1298,human_liver_2019
"""ASGR1pos325_1_28""",618,human_liver_2019
"""ASGR1pos325_1_32""",1296,human_liver_2019
"""ASGR1pos325_1_33""",1771,human_liver_2019
"""ASGR1pos325_1_34""",764,human_liver_2019
"""ASGR1pos325_1_35""",501,human_liver_2019
"""ASGR1pos325_1_36""",1579,human_liver_2019
"""ASGR1pos325_1_37""",895,human_liver_2019
"""ASGR1pos325_1_38""",1440,human_liver_2019
"""ASGR1pos325_1_39""",637,human_liver_2019
"""ASGR1pos325_1_40""",743,human_liver_2019
"""ASGR1pos325_1_41""",388,human_liver_2019
"""ASGR1pos325_1_43""",1014,human_liver_2019
"""ASGR1pos325_1_44""",2088,human_liver_2019
"""ASGR1pos325_1_45""",733,human_liver_2019
"""ASGR1pos325_1_48""",441,human_liver_2019
"""ASGR1pos325_1_53""",1625,human_liver_2019
"""ASGR1pos325_1_54""",675,human_liver_2019
"""ASGR1pos325_1_55""",879,human_liver_2019
"""ASGR1pos325_1_60""",613,human_liver_2019
"""ASGR1pos325_1_61""",1733,human_liver_2019
"""ASGR1pos325_1_62""",1664,human_liver_2019
"""ASGR1pos325_1_64""",877,human_liver_2019
"""ASGR1pos325_1_66""",530,human_liver_2019
"""ASGR1pos325_1_67""",1777,human_liver_2019
"""ASGR1pos325_1_68""",903,human_liver_2019
"""ASGR1pos325_1_70""",1120,human_liver_2019
"""ASGR1pos325_1_71""",1723,human_liver_2019
"""ASGR1pos325_1_72""",1505,human_liver_2019
"""ASGR1pos325_1_73""",1785,human_liver_2019
"""ASGR1pos325_1_74""",710,human_liver_2019
"""ASGR1pos325_1_75""",1263,human_liver_2019
"""ASGR1pos325_1_76""",1714,human_liver_2019
"""ASGR1pos325_1_77""",1659,human_liver_2019
"""ASGR1pos325_1_78""",745,human_liver_2019
"""ASGR1pos325_1_79""",544,human_liver_2019
"""ASGR1pos325_1_81""",743,human_liver_2019
"""ASGR1pos325_1_83""",823,human_liver_2019
"""ASGR1pos325_1_84""",583,human_liver_2019
"""ASGR1pos325_1_85""",544,human_liver_2019
"""ASGR1pos325_1_86""",2070,human_liver_2019
"""ASGR1pos325_1_87""",2109,human_liver_2019
"""ASGR1pos325_1_88""",895,human_liver_2019
"""ASGR1pos325_1_89""",670,human_liver_2019
"""ASGR1pos325_1_90""",473,human_liver_2019
"""ASGR1pos325_1_91""",1044,human_liver_2019
"""ASGR1pos325_1_92""",906,human_liver_2019
"""ASGR1pos325_1_93""",1256,human_liver_2019
"""ASGR1pos325_1_94""",1714,human_liver_2019
"""ASGR1pos325_2_98""",1592,human_liver_2019
"""ASGR1pos325_2_100""",749,human_liver_2019
"""ASGR1pos325_2_102""",1042,human_liver_2019
"""ASGR1pos325_2_103""",502,human_liver_2019
"""ASGR1pos325_2_104""",860,human_liver_2019
"""ASGR1pos325_2_105""",1572,human_liver_2019
"""ASGR1pos325_2_109""",1156,human_liver_2019
"""ASGR1pos325_2_113""",523,human_liver_2019
"""ASGR1pos325_2_115""",409,human_liver_2019
"""ASGR1pos325_2_117""",1134,human_liver_2019
"""ASGR1pos325_2_118""",539,human_liver_2019
"""ASGR1pos325_2_120""",541,human_liver_2019
"""ASGR1pos325_2_122""",1729,human_liver_2019
"""ASGR1pos325_2_123""",641,human_liver_2019
"""ASGR1pos325_2_124""",1358,human_liver_2019
"""ASGR1pos325_2_126""",452,human_liver_2019
"""ASGR1pos325_2_127""",490,human_liver_2019
"""ASGR1pos325_2_128""",1579,human_liver_2019
"""ASGR1pos325_2_130""",582,human_liver_2019
"""ASGR1pos325_2_131""",746,human_liver_2019
"""ASGR1pos325_2_132""",640,human_liver_2019
"""ASGR1pos325_2_133""",915,human_liver_2019
"""ASGR1pos325_2_135""",1635,human_liver_2019
"""ASGR1pos325_2_137""",1523,human_liver_2019
"""ASGR1pos325_2_138""",566,human_liver_2019
"""ASGR1pos325_2_140""",1720,human_liver_2019
"""ASGR1pos325_2_141""",1419,human_liver_2019
"""ASGR1pos325_2_143""",1467,human_liver_2019
"""ASGR1pos325_2_144""",1639,human_liver_2019
"""ASGR1pos325_2_145""",680,human_liver_2019
"""ASGR1pos325_2_151""",1621,human_liver_2019
"""ASGR1pos325_2_153""",653,human_liver_2019
"""ASGR1pos325_2_154""",687,human_liver_2019
"""ASGR1pos325_2_155""",1188,human_liver_2019
"""ASGR1pos325_2_158""",1303,human_liver_2019
"""ASGR1pos325_2_159""",585,human_liver_2019
"""ASGR1pos325_2_160""",559,human_liver_2019
"""ASGR1pos325_2_161""",467,human_liver_2019
"""ASGR1pos325_2_162""",430,human_liver_2019
"""ASGR1pos325_2_163""",559,human_liver_2019
"""ASGR1pos325_2_166""",933,human_liver_2019
"""ASGR1pos325_2_167""",766,human_liver_2019
"""ASGR1pos325_2_168""",1346,human_liver_2019
"""ASGR1pos325_2_169""",1404,human_liver_2019
"""ASGR1pos325_2_170""",863,human_liver_2019
"""ASGR1pos325_2_171""",1284,human_liver_2019
"""ASGR1pos325_2_173""",842,human_liver_2019
"""ASGR1pos325_2_175""",963,human_liver_2019
"""ASGR1pos325_2_176""",831,human_liver_2019
"""ASGR1pos325_2_177""",1265,human_liver_2019
"""ASGR1pos325_2_178""",619,human_liver_2019
"""ASGR1pos325_2_181""",896,human_liver_2019
"""ASGR1pos325_2_183""",597,human_liver_2019
"""ASGR1pos325_2_184""",1343,human_liver_2019
"""ASGR1pos325_2_185""",625,human_liver_2019
"""ASGR1pos325_2_188""",601,human_liver_2019
"""ASGR1pos325_2_190""",633,human_liver_2019
"""ASGR1pos325_2_191""",622,human_liver_2019
"""ASGR1pos325_2_192""",798,human_liver_2019
"""ASGR1posCD45neg_10_98""",663,human_liver_2019
"""ASGR1posCD45neg_10_100""",973,human_liver_2019
"""ASGR1posCD45neg_10_106""",723,human_liver_2019
"""ASGR1posCD45neg_10_109""",2020,human_liver_2019
"""ASGR1posCD45neg_10_110""",469,human_liver_2019
"""ASGR1posCD45neg_10_112""",323,human_liver_2019
"""ASGR1posCD45neg_10_113""",475,human_liver_2019
"""ASGR1posCD45neg_10_114""",572,human_liver_2019
"""ASGR1posCD45neg_10_122""",654,human_liver_2019
"""ASGR1posCD45neg_10_124""",782,human_liver_2019
"""ASGR1posCD45neg_10_126""",688,human_liver_2019
"""ASGR1posCD45neg_10_127""",1067,human_liver_2019
"""ASGR1posCD45neg_10_128""",426,human_liver_2019
"""ASGR1posCD45neg_10_129""",811,human_liver_2019
"""ASGR1posCD45neg_10_130""",711,human_liver_2019
"""ASGR1posCD45neg_10_132""",433,human_liver_2019
"""ASGR1posCD45neg_10_134""",553,human_liver_2019
"""ASGR1posCD45neg_10_138""",977,human_liver_2019
"""ASGR1posCD45neg_10_141""",880,human_liver_2019
"""ASGR1posCD45neg_10_142""",650,human_liver_2019
"""ASGR1posCD45neg_10_144""",764,human_liver_2019
"""ASGR1posCD45neg_10_146""",713,human_liver_2019
"""ASGR1posCD45neg_10_148""",545,human_liver_2019
"""ASGR1posCD45neg_10_149""",2390,human_liver_2019
"""ASGR1posCD45neg_10_150""",819,human_liver_2019
"""ASGR1posCD45neg_10_151""",2007,human_liver_2019
"""ASGR1posCD45neg_10_152""",555,human_liver_2019
"""ASGR1posCD45neg_10_154""",624,human_liver_2019
"""ASGR1posCD45neg_10_157""",338,human_liver_2019
"""ASGR1posCD45neg_10_158""",595,human_liver_2019
"""ASGR1posCD45neg_10_169""",955,human_liver_2019
"""ASGR1posCD45neg_10_171""",517,human_liver_2019
"""ASGR1posCD45neg_10_173""",539,human_liver_2019
"""ASGR1posCD45neg_10_175""",558,human_liver_2019
"""ASGR1posCD45neg_10_176""",607,human_liver_2019
"""ASGR1posCD45neg_10_178""",667,human_liver_2019
"""ASGR1posCD45neg_10_181""",515,human_liver_2019
"""ASGR1posCD45neg_10_183""",528,human_liver_2019
"""ASGR1posCD45neg_10_184""",531,human_liver_2019
"""ASGR1posCD45neg_10_185""",569,human_liver_2019
"""ASGR1posCD45neg_10_188""",888,human_liver_2019
"""ASGR1posCD45neg_10_191""",577,human_liver_2019
"""ASGR1posCD45neg_10_192""",428,human_liver_2019
